,symbol,available_days,first_trading_day,last_trading_day
1073,IMFA,1209,2020-01-01,2025-03-03
1074,IMPAL,1271,2020-01-01,2025-03-03
1075,IMPEXFERRO,212,2020-01-01,2024-01-18
1076,INCREDIBLE,607,2021-05-20,2025-03-03
1077,INDBANK,1208,2020-01-01,2025-03-03
1078,INDGN,202,2024-05-13,2025-03-03
1079,INDHOTEL,1271,2020-01-01,2025-03-03
1080,INDIACEM,1271,2020-01-01,2025-03-03
1081,INDIAGLYCO,1271,2020-01-01,2025-03-03
1082,INDIAMART,1271,2020-01-01,2025-03-03
1083,INDIANB,1271,2020-01-01,2025-03-03
1084,INDIANCARD,1119,2020-01-01,2024-12-20
1085,INDIANHUME,1271,2020-01-01,2025-03-03
1086,INDIASHLTR,297,2023-12-20,2025-03-03
1087,INDIGO,1271,2020-01-01,2025-03-03
1088,INDIGOPNTS,1008,2021-02-02,2025-03-03
1089,INDLMETER,364,2020-03-04,2022-04-20
1090,INDNIPPON,1271,2020-01-01,2025-03-03
1091,INDOAMIN,703,2022-04-29,2025-03-03
1092,INDOBORAX,668,2022-03-29,2025-03-03
1093,INDOCO,1271,2020-01-01,2025-03-03
1094,INDOFARM,40,2025-01-07,2025-03-03
1095,INDORAMA,1206,2020-01-01,2025-03-03
1096,INDOSTAR,903,2020-01-01,2025-03-03
1097,INDOTECH,871,2020-03-04,2025-03-03
1098,INDOTHAI,671,2020-01-01,2024-12-11
1099,INDOUS,62,2024-09-27,2024-12-30
1100,INDOWIND,533,2020-01-01,2025-03-03
1101,INDRAMEDCO,959,2020-01-01,2025-03-03
1102,INDSWFTLAB,1119,2020-01-01,2025-03-03
1103,INDSWFTLTD,632,2020-01-01,2024-12-30
1104,INDTERRAIN,1204,2020-01-01,2025-03-03
1105,INDUSINDBK,1271,2020-01-01,2025-03-03
1106,INDUSTOWER,1038,2020-12-18,2025-03-03
1107,INEOSSTYRO,750,2020-01-01,2023-01-19
1108,INFIBEAM,1252,2020-01-01,2025-03-03
1109,INFOBEAN,1136,2020-01-01,2025-03-03
1110,INFOMEDIA,395,2020-03-12,2025-02-11
1111,INFRABEES,1271,2020-01-01,2025-03-03
1112,INFRAIETF,297,2023-12-20,2025-03-03
1113,INFRATEL,233,2020-01-01,2020-12-17
1114,INFY,1271,2020-01-01,2025-03-03
1115,INGERRAND,1271,2020-01-01,2025-03-03
1116,INNOVACAP,291,2023-12-29,2025-03-03
1117,INNOVANA,54,2024-12-17,2025-03-03
1118,INOXGREEN,509,2022-11-23,2025-03-03
1119,INOXINDIA,296,2023-12-21,2025-03-03
1120,INOXLEISUR,769,2020-01-01,2023-02-16
1121,INOXWIND,1271,2020-01-01,2025-03-03
1122,INSECTICID,1271,2020-01-01,2025-03-03
1123,INSPIRISYS,712,2020-01-01,2025-03-03
1124,INTEGRA,54,2020-01-01,2021-02-24
1125,INTELLECT,1271,2020-01-01,2025-03-03
1126,INTENTECH,1113,2020-01-01,2025-03-03
1127,INTERARCH,131,2024-08-26,2025-03-03
1128,INTLCONV,855,2021-09-16,2025-03-03
1129,INVENTURE,1154,2020-01-01,2025-03-03
1130,IOB,1271,2020-01-01,2025-03-03
1131,IOC,1271,2020-01-01,2025-03-03
1132,IOLCP,1271,2020-01-01,2025-03-03
1133,IONEXCHANG,747,2022-02-22,2025-03-03
1134,IPAPPM,15,2020-01-01,2020-01-21
1135,IPCALAB,1271,2020-01-01,2025-03-03
1136,IPL,905,2021-07-05,2025-03-03
1137,IRB,1271,2020-01-01,2025-03-03
1138,IRCON,1271,2020-01-01,2025-03-03
1139,IRCTC,1271,2020-01-01,2025-03-03
1140,IREDA,312,2023-11-29,2025-03-03
1141,IRFC,1010,2021-01-29,2025-03-03
1142,IRIS,572,2021-11-08,2024-05-15
1143,IRISDOREME,898,2021-02-22,2025-03-03
1144,IRMENERGY,334,2023-10-26,2025-03-03
1145,ISEC,1271,2020-01-01,2025-03-03
1146,ISFT,1149,2020-01-01,2025-03-03
1147,ISGEC,947,2021-05-05,2025-03-03
1148,ISMTLTD,847,2020-01-01,2024-08-05
1149,IT,235,2024-03-20,2025-03-03
1150,ITBEES,697,2022-05-10,2025-03-03
1151,ITC,1271,2020-01-01,2025-03-03
1152,ITCHOTELS,14,2025-02-11,2025-03-03
1153,ITDC,1271,2020-01-01,2025-03-03
1154,ITDCEM,1271,2020-01-01,2025-03-03
1155,ITETF,333,2023-10-27,2025-03-03
1156,ITETFADD,258,2024-02-15,2025-03-03
1157,ITI,1235,2020-01-01,2025-01-10
1158,ITIETF,297,2023-12-20,2025-03-03
1159,IVC,824,2020-01-01,2025-03-03
1160,IVP,945,2020-01-01,2025-03-03
1161,IVZINGOLD,1261,2020-01-01,2025-03-03
1162,IVZINNIFTY,1033,2020-01-01,2025-03-03
1163,IWEL,583,2021-06-25,2025-03-03
1164,IXIGO,178,2024-06-18,2025-03-03
1165,IZMO,940,2020-01-01,2024-12-30
1166,J&KBANK,1271,2020-01-01,2025-03-03
1167,JAGRAN,1271,2020-01-01,2025-03-03
1168,JAGSNPHARM,1271,2020-01-01,2025-03-03
1169,JAIBALAJI,866,2020-01-01,2025-03-03
1170,JAICORPLTD,1271,2020-01-01,2025-03-03
1171,JAIPURKURT,700,2021-09-02,2025-03-03
1172,JAMNAAUTO,1271,2020-01-01,2025-03-03
1173,JASH,1220,2020-01-01,2025-03-03
1174,JAYAGROGN,1250,2020-01-01,2025-03-03
1175,JAYBARMARU,1271,2020-01-01,2025-03-03
1176,JAYNECOIND,948,2020-01-01,2025-03-03
1177,JAYSREETEA,1243,2020-01-01,2025-03-03
1178,JBCHEPHARM,1271,2020-01-01,2025-03-03
1179,JBFIND,396,2020-01-01,2023-01-20
1180,JBMA,1209,2020-01-01,2025-03-03
1181,JCHAC,1271,2020-01-01,2025-03-03
1182,JETFREIGHT,617,2021-12-21,2024-12-30
1183,JGCHEM,240,2024-03-13,2025-03-03
1184,JHS,945,2020-01-01,2025-02-20
1185,JINDALPHOT,1141,2020-01-01,2025-03-03
1186,JINDALPOLY,1263,2020-01-13,2025-03-03
1187,JINDALSAW,1271,2020-01-01,2025-03-03
1188,JINDALSTEL,1271,2020-01-01,2025-03-03
1189,JINDRILL,1230,2020-01-01,2025-03-03
1190,JINDWORLD,1190,2020-01-01,2025-03-03
1191,JIOFIN,369,2023-09-04,2025-03-03
1192,JISLDVREQS,997,2020-01-01,2025-03-03
1193,JISLJALEQS,1193,2020-01-01,2025-03-03
1194,JITFINFRA,180,2023-11-22,2025-02-20
1195,JIYAECO,217,2020-01-01,2020-11-23
1196,JKCEMENT,1271,2020-01-01,2025-03-03
1197,JKIL,1271,2020-01-01,2025-03-03
1198,JKLAKSHMI,1271,2020-01-01,2025-03-03
1199,JKPAPER,1271,2020-01-01,2025-03-03
1200,JKTYRE,1271,2020-01-01,2025-03-03
1201,JLHL,359,2023-09-18,2025-03-03
1202,JMA,1209,2020-01-01,2025-03-03
1203,JMCPROJECT,743,2020-01-01,2023-01-10
1204,JMFINANCIL,1271,2020-01-01,2025-03-03
1205,JMTAUTOLTD,313,2020-01-01,2021-10-22
1206,JNKINDIA,153,2024-04-30,2025-03-03
1207,JOCIL,1271,2020-01-01,2025-03-03
1208,JPASSOCIAT,1021,2020-01-01,2024-06-05
1209,JPINFRATEC,452,2020-01-01,2022-05-24
1210,JPOLYINVST,987,2020-01-01,2025-03-03
1211,JPPOWER,1182,2020-01-01,2025-03-03
1212,JSFB,259,2024-02-14,2025-03-03
1213,JSL,1271,2020-01-01,2025-03-03
1214,JSLHISAR,782,2020-01-01,2023-03-08
1215,JSWENERGY,1090,2020-01-01,2025-03-03
1216,JSWHL,1205,2020-01-01,2025-03-03
1217,JSWINFRA,350,2023-10-03,2025-03-03
1218,JSWISPL,634,2020-10-12,2023-08-09
1219,JSWSTEEL,1271,2020-01-01,2025-03-03
1220,JTEKTINDIA,1271,2020-01-01,2025-03-03
1221,JTLIND,565,2022-11-21,2025-03-03
1222,JTLINFRA,224,2021-12-23,2022-11-18
1223,JUBILANT,265,2020-01-01,2021-02-03
1224,JUBLCPL,1,2025-03-03,2025-03-03
1225,JUBLFOOD,1271,2020-01-01,2025-03-03
1226,JUBLINDS,1098,2020-01-01,2024-10-25
1227,JUBLINGREA,966,2021-04-06,2025-03-03
1228,JUBLPHARMA,996,2021-02-18,2025-03-03
1229,JUMPNET,481,2020-01-01,2021-12-21
1230,JUNIORBEES,1271,2020-01-01,2025-03-03
1231,JUNIPER,249,2024-02-28,2025-03-03
1232,JUSTDIAL,1271,2020-01-01,2025-03-03
1233,JWL,612,2022-06-20,2025-03-03
1234,JYOTHYLAB,1271,2020-01-01,2025-03-03
1235,JYOTICNC,279,2024-01-16,2025-03-03
1236,JYOTISTRUC,176,2024-01-20,2025-03-03
1237,KABRAEXTRU,1271,2020-01-01,2025-03-03
1238,KAJARIACER,1271,2020-01-01,2025-03-03
1239,KAKATCEM,1271,2020-01-01,2025-03-03
1240,KALAMANDIR,353,2023-09-27,2025-03-03
1241,KALPATPOWR,840,2020-01-01,2023-06-05
1242,KALYANIFRG,122,2024-02-22,2025-01-09
1243,KALYANKJIL,971,2021-03-26,2025-03-03
1244,KAMATHOTEL,1105,2020-01-01,2025-03-03
1245,KAMDHENU,1169,2020-01-01,2025-03-03
1246,KAMOPAINTS,352,2023-02-08,2024-10-07
1247,KANANIIND,831,2020-01-01,2025-03-03
1248,KANORICHEM,1204,2020-01-01,2025-03-03
1249,KANPRPLA,1029,2021-01-01,2025-03-03
1250,KANSAINER,1271,2020-01-01,2025-03-03
1251,KAPSTON,689,2020-05-27,2025-03-03
1252,KARDA,296,2020-01-01,2021-12-15
1253,KARMAENG,650,2020-03-04,2025-03-03
1254,KARURVYSYA,1271,2020-01-01,2025-03-03
1255,KAUSHALYA,655,2020-03-04,2025-03-03
1256,KAVVERITEL,390,2021-07-20,2024-05-29
1257,KAYA,1093,2020-01-01,2025-03-03
1258,KAYNES,564,2022-11-22,2025-03-03
1259,KBCGLOBAL,506,2021-12-16,2025-01-29
1260,KCP,1271,2020-01-01,2025-03-03
1261,KCPSUGIND,1134,2020-01-01,2025-03-03
1262,KDDL,1207,2020-01-01,2025-03-03
1263,KEC,1271,2020-01-01,2025-03-03
1264,KECL,1119,2020-01-01,2025-03-03
1265,KEEPLEARN,37,2024-03-18,2024-05-15
1266,KEERTI,422,2020-11-13,2023-06-21
1267,KEI,1271,2020-01-01,2025-03-03
1268,KELLTONTEC,1149,2020-01-01,2025-03-03
1269,KENNAMET,937,2020-01-01,2023-10-25
1270,KERNEX,197,2024-03-11,2024-12-30
1271,KESORAMIND,1210,2020-01-08,2025-03-03
1272,KEYFINSERV,1011,2020-01-03,2025-03-03
1273,KFINTECH,537,2022-12-29,2025-03-03
1274,KHADIM,1173,2020-01-01,2025-03-03
1275,KHAICHEM,1070,2020-10-30,2025-03-03
1276,KHAITANLTD,510,2021-08-25,2025-03-03
1277,KHANDSE,898,2020-01-08,2025-03-03
1278,KICL,1204,2020-01-01,2025-03-03
1279,KILITCH,911,2020-01-01,2025-03-03
1280,KIMS,910,2021-06-28,2025-03-03
1281,KINGFA,1215,2020-01-01,2025-03-03
1282,KIOCL,1271,2020-01-01,2025-03-03
1283,KIRIINDUS,1271,2020-01-01,2025-03-03
1284,KIRLFER,937,2020-01-01,2023-10-25
1285,KIRLOSBROS,1186,2020-01-01,2025-03-03
1286,KIRLOSENG,1271,2020-01-01,2025-03-03
1287,KIRLOSIND,1271,2020-01-01,2025-03-03
1288,KIRLPNU,459,2023-04-26,2025-03-03
1289,KITEX,1209,2020-01-01,2024-12-04
1290,KKCL,1271,2020-01-01,2025-03-03
1291,KMEW,75,2024-11-14,2025-03-03
1292,KMSUGAR,1205,2020-01-01,2025-03-03
1293,KNRCON,1271,2020-01-01,2025-03-03
1294,KOHINOOR,478,2020-02-11,2025-03-03
1295,KOKUYOCMLN,1215,2020-01-01,2025-03-03
1296,KOLTEPATIL,1271,2020-01-01,2025-03-03
1297,KOPRAN,1137,2020-01-01,2025-03-03
1298,KOTAKALPHA,550,2021-12-29,2024-03-19
1299,KOTAKBANK,1271,2020-01-01,2025-03-03
1300,KOTAKBKETF,1036,2020-01-01,2024-03-19
1301,KOTAKCONS,386,2022-08-04,2024-03-19
1302,KOTAKGOLD,1052,2020-01-01,2024-04-15
1303,KOTAKIT,750,2021-03-05,2024-03-19
1304,KOTAKLIQ,221,2023-02-01,2024-03-19
1305,KOTAKLOVOL,489,2022-03-29,2024-03-19
1306,KOTAKMID50,524,2022-02-04,2024-03-19
1307,KOTAKMNC,394,2022-08-16,2024-03-19
1308,KOTAKNIFTY,1036,2020-01-01,2024-03-19
1309,KOTAKNV20,1036,2020-01-01,2024-03-19
1310,KOTAKPSUBK,1036,2020-01-01,2024-03-19
1311,KOTAKSILVE,327,2022-12-14,2024-04-15
1312,KOTARISUG,1206,2020-01-01,2025-03-03
1313,KOTHARIPET,1271,2020-01-01,2025-03-03
1314,KOTHARIPRO,1048,2020-01-01,2024-12-30
1315,KOVAI,549,2021-08-05,2023-10-25
1316,KPEL,75,2024-11-14,2025-03-03
1317,KPIGLOBAL,185,2021-07-27,2022-04-26
1318,KPIGREEN,640,2022-04-27,2025-03-03
1319,KPIL,431,2023-06-06,2025-03-03
1320,KPITTECH,1271,2020-01-01,2025-03-03
1321,KPRMILL,1271,2020-01-01,2025-03-03
1322,KRBL,1271,2020-01-01,2025-03-03
1323,KREBSBIO,1045,2020-01-01,2024-12-11
1324,KRIDHANINF,655,2020-03-04,2024-12-11
1325,KRISHANA,1008,2021-02-02,2025-03-03
1326,KRITI,762,2021-11-01,2025-03-03
1327,KRITIKA,361,2022-05-04,2024-10-17
1328,KRITINUT,438,2022-10-07,2025-03-03
1329,KRN,104,2024-10-03,2025-03-03
1330,KRONOX,173,2024-06-25,2025-03-03
1331,KROSS,116,2024-09-16,2025-03-03
1332,KRSNAA,876,2021-08-16,2025-03-03
1333,KRYSTAL,234,2024-03-21,2025-03-03
1334,KSB,1271,2020-01-01,2025-03-03
1335,KSCL,1271,2020-01-01,2025-03-03
1336,KSERASERA,43,2020-03-04,2020-08-21
1337,KSHITIJPOL,206,2022-07-27,2025-01-14
1338,KSK,118,2020-03-04,2020-11-27
1339,KSL,1271,2020-01-01,2025-03-03
1340,KSOLVES,538,2022-09-23,2025-03-03
1341,KTKBANK,1271,2020-01-01,2025-03-03
1342,KUANTUM,1271,2020-01-01,2025-03-03
1343,KWALITY,176,2020-03-04,2021-02-23
1344,L&TFH,1056,2020-01-01,2024-04-22
1345,LAGNAM,678,2021-09-30,2025-03-03
1346,LAKSHVILAS,219,2020-01-01,2020-11-25
1347,LAL,172,2023-04-10,2025-01-09
1348,LALPATHLAB,1271,2020-01-01,2025-03-03
1349,LAMBODHARA,1093,2020-01-01,2024-12-13
1350,LANCER,241,2022-05-10,2023-04-28
1351,LANCORHOL,215,2024-04-23,2025-03-03
1352,LANDMARK,541,2022-12-23,2025-03-03
1353,LAOPALA,1271,2020-01-01,2025-03-03
1354,LASA,1017,2020-01-01,2025-03-03
1355,LATENTVIEW,754,2021-11-23,2025-03-03
1356,LATTEYS,104,2023-05-23,2024-10-01
1357,LAURUSLABS,1271,2020-01-01,2025-03-03
1358,LAXMICOT,817,2021-11-12,2025-03-03
1359,LAXMIDENTL,31,2025-01-20,2025-03-03
1360,LAXMIMACH,1172,2020-01-01,2024-10-09
1361,LCCINFOTEC,476,2021-04-07,2024-01-12
1362,LEMONTREE,1271,2020-01-01,2025-03-03
1363,LEXUS,381,2023-03-13,2025-03-03
1364,LFIC,1115,2020-01-02,2025-03-03
1365,LGBBROSLTD,1271,2020-01-01,2025-03-03
1366,LGBFORGE,791,2020-01-01,2024-06-25
1367,LGHL,103,2024-01-31,2024-12-30
1368,LIBAS,1124,2020-05-27,2025-03-03
1369,LIBERTSHOE,1153,2020-01-01,2025-03-03
1370,LICHSGFIN,1271,2020-01-01,2025-03-03
1371,LICI,692,2022-05-17,2025-03-03
1372,LICMFGOLD,393,2023-07-31,2025-03-03
1373,LICNETFGSC,1271,2020-01-01,2025-03-03
1374,LICNETFN50,1271,2020-01-01,2025-03-03
1375,LICNETFSEN,1221,2020-01-02,2025-03-03
1376,LICNFNHGP,1266,2020-01-01,2025-03-03
1377,LICNMID100,256,2024-02-19,2025-03-03
1378,LIKHITHA,1071,2020-10-29,2025-03-03
1379,LINC,792,2021-12-20,2025-03-03
1380,LINCOLN,1271,2020-01-01,2025-03-03
1381,LINCPEN,456,2020-01-01,2021-12-17
1382,LINDEINDIA,1271,2020-01-01,2025-03-03
1383,LIQUID,393,2023-07-31,2025-03-03
1384,LIQUID1,235,2024-03-20,2025-03-03
1385,LIQUIDADD,227,2024-04-03,2025-03-03
1386,LIQUIDBEES,1271,2020-01-01,2025-03-03
1387,LIQUIDBETF,187,2024-06-03,2025-03-03
1388,LIQUIDCASE,273,2024-01-24,2025-03-03
1389,LIQUIDETF,1271,2020-01-01,2025-03-03
1390,LIQUIDIETF,297,2023-12-20,2025-03-03
1391,LIQUIDPLUS,76,2024-11-13,2025-03-03
1392,LIQUIDSBI,328,2023-11-02,2025-03-03
1393,LIQUIDSHRI,163,2024-07-09,2025-03-03
1394,LLOYDSENGG,300,2023-11-13,2025-03-03
1395,LLOYDSENT,94,2024-10-17,2025-03-03
1396,LLOYDSME,403,2023-07-17,2025-03-03
1397,LMW,99,2024-10-10,2025-03-03
1398,LODHA,958,2021-04-19,2025-03-03
1399,LOKESHMACH,959,2020-01-01,2025-02-19
1400,LORDSCHLO,246,2023-08-28,2025-01-07
1401,LOTUSEYE,926,2020-01-01,2025-03-03
1402,LOVABLE,1075,2020-01-01,2025-03-03
1403,LOWVOL,364,2023-09-01,2025-03-03
1404,LOWVOL1,235,2024-03-20,2025-03-03
1405,LOWVOLIETF,297,2023-12-20,2025-03-03
1406,LOYALTEX,560,2022-08-11,2024-11-21
1407,LPDC,781,2020-01-01,2024-12-11
1408,LSIL,627,2020-01-01,2023-08-09
1409,LT,1271,2020-01-01,2025-03-03
1410,LTF,215,2024-04-23,2025-03-03
1411,LTFOODS,327,2023-11-06,2025-03-03
1412,LTGILTBEES,697,2022-05-10,2025-03-03
1413,LTI,716,2020-01-01,2022-12-02
1414,LTIM,555,2022-12-05,2025-03-03
1415,LTTS,1271,2020-01-01,2025-03-03
1416,LUMAXIND,1271,2020-01-01,2025-03-03
1417,LUMAXTECH,1271,2020-01-01,2025-03-03
1418,LUPIN,1271,2020-01-01,2025-03-03
1419,LUXIND,1271,2020-01-01,2025-03-03
1420,LXCHEM,972,2021-03-25,2025-03-03
1421,LYKALABS,1052,2020-01-01,2025-03-03
1422,LYPSAGEMS,961,2020-01-01,2025-03-03
1423,M&M,1271,2020-01-01,2025-03-03
1424,M&MFIN,1271,2020-01-01,2025-03-03
1425,M100,353,2020-01-01,2021-06-15
1426,M50,353,2020-01-01,2021-06-15
1427,MAANALU,1040,2020-01-01,2024-11-08
1428,MACPOWER,805,2020-08-19,2025-02-20
1429,MADHAV,1148,2020-01-01,2025-03-03
1430,MADHUCON,542,2020-01-01,2025-03-03
1431,MADRASFERT,1188,2020-01-01,2025-03-03
1432,MAESGETF,684,2020-11-24,2023-08-31
1433,MAFANG,941,2021-05-14,2025-03-03
1434,MAFSETF,513,2021-08-05,2023-08-31
1435,MAGADSUGAR,1271,2020-01-01,2025-03-03
1436,MAGMA,348,2020-01-01,2021-06-08
1437,MAGNUM,964,2020-01-01,2025-03-03
1438,MAGOLDETF,127,2023-02-24,2023-08-31
1439,MAGS813ETF,75,2023-04-10,2023-08-30
1440,MAHABANK,1271,2020-01-01,2025-03-03
1441,MAHAPEXLTD,572,2022-02-22,2025-03-03
1442,MAHASTEEL,968,2020-01-01,2024-08-28
1443,MAHEPC,1145,2020-02-14,2025-01-22
1444,MAHESHWARI,1137,2020-01-01,2025-03-03
1445,MAHINDCIE,849,2020-01-01,2023-06-16
1446,MAHKTECH,798,2021-12-10,2025-03-03
1447,MAHLIFE,1271,2020-01-01,2025-03-03
1448,MAHLOG,1271,2020-01-01,2025-03-03
1449,MAHSCOOTER,1260,2020-01-01,2025-03-03
1450,MAHSEAMLES,1271,2020-01-01,2025-03-03
1451,MAITHANALL,1271,2020-01-01,2025-03-03
1452,MAJESCO,386,2020-01-01,2021-10-21
1453,MAKEINDIA,370,2023-09-01,2025-03-03
1454,MALLCOM,697,2022-02-02,2025-03-03
1455,MALUPAPER,1133,2020-01-01,2025-03-03
1456,MAM150ETF,363,2022-03-15,2023-08-31
1457,MAMATA,37,2025-01-10,2025-03-03
1458,MAMFGETF,391,2022-02-02,2023-08-31
1459,MAN50ETF,901,2020-01-01,2023-08-31
1460,MANAKALUCO,1044,2020-01-01,2025-03-03
1461,MANAKCOAT,941,2020-01-01,2024-12-12
1462,MANAKSIA,1220,2020-01-01,2025-03-03
1463,MANAKSTEEL,1161,2020-01-01,2025-03-03
1464,MANALIPETC,1180,2020-01-01,2025-03-03
1465,MANAPPURAM,1271,2020-01-01,2025-03-03
1466,MANBA,96,2024-10-15,2025-03-03
1467,MANCREDIT,137,2024-08-16,2025-03-03
1468,MANGALAM,1186,2020-01-01,2025-03-03
1469,MANGCHEFER,1271,2020-01-01,2025-03-03
1470,MANGLMCEM,1271,2020-01-01,2025-03-03
1471,MANGTIMBER,350,2020-03-04,2022-01-04
1472,MANINDS,1200,2020-01-01,2025-03-03
1473,MANINFRA,1271,2020-01-01,2025-03-03
1474,MANKIND,451,2023-05-09,2025-03-03
1475,MANOMAY,341,2023-01-18,2025-03-03
1476,MANORAMA,543,2022-07-01,2025-03-03
1477,MANORG,673,2021-11-02,2025-03-03
1478,MANUGRAPH,1040,2020-01-01,2025-03-03
1479,MANV30F,96,2023-03-31,2023-08-31
1480,MANXT50,880,2020-01-31,2023-08-31
1481,MANYAVAR,751,2022-02-16,2025-03-03
1482,MAPMYINDIA,791,2021-12-21,2025-03-03
1483,MARALOVER,1185,2020-01-01,2025-03-03
1484,MARATHON,1271,2020-01-01,2025-03-03
1485,MARICO,1271,2020-01-01,2025-03-03
1486,MARINE,745,2020-12-02,2024-12-30
1487,MARKSANS,1271,2020-01-01,2025-03-03
1488,MARSHALL,472,2021-11-22,2024-11-14
1489,MARUTI,1271,2020-01-01,2025-03-03
1490,MASFIN,1271,2020-01-01,2025-03-03
1491,MASILVER,54,2023-06-15,2023-08-31
1492,MASKINVEST,35,2024-04-08,2024-07-04
1493,MASPTOP50,849,2021-09-24,2025-03-03
1494,MASTEK,1271,2020-01-01,2025-03-03
1495,MASTERTR,77,2024-11-12,2025-03-03
1496,MATRIMONY,1271,2020-01-01,2025-03-03
1497,MAWANASUG,1119,2020-01-01,2025-03-03
1498,MAXESTATES,322,2023-11-13,2025-03-03
1499,MAXHEALTH,1109,2020-09-04,2025-03-03
1500,MAXIND,1050,2020-09-11,2025-03-03
1501,MAXINDIA,104,2020-01-01,2020-06-11
1502,MAXVIL,887,2020-01-01,2023-08-10
1503,MAYURUNIQ,1271,2020-01-01,2025-03-03
1504,MAZDA,1175,2020-01-01,2025-01-20
1505,MAZDOCK,1084,2020-10-12,2025-03-03
1506,MBAPL,755,2021-04-27,2025-03-03
1507,MBECL,43,2024-04-22,2024-08-08
1508,MBLINFRA,889,2020-01-01,2025-03-03
1509,MCDHOLDING,325,2020-01-01,2021-09-22
1510,MCDOWELL-N,1087,2020-01-01,2024-06-06
1511,MCL,824,2020-08-19,2024-12-05
1512,MCLEODRUSS,846,2020-01-01,2024-12-04
1513,MCLOUD,16,2025-02-07,2025-03-03
1514,MCX,1271,2020-01-01,2025-03-03
1515,MEDANTA,568,2022-11-16,2025-03-03
1516,MEDIASSIST,274,2024-01-23,2025-03-03
1517,MEDICAMEQ,827,2021-10-27,2025-03-03
1518,MEDICO,427,2022-05-26,2025-03-03
1519,MEDPLUS,789,2021-12-23,2025-03-03
1520,MEGASOFT,776,2020-01-01,2025-01-09
1521,MEGASTAR,639,2022-02-16,2025-03-03
1522,MEGH,332,2020-01-01,2021-05-17
1523,MENONBE,1216,2020-01-01,2025-03-03
1524,MEP,844,2020-01-01,2024-03-19
1525,MERCATOR,264,2020-01-01,2022-05-24
1526,METAL,100,2024-10-09,2025-03-03
1527,METALFORGE,125,2020-01-01,2021-02-24
1528,METALIETF,135,2024-08-20,2025-03-03
1529,METROBRAND,790,2021-12-22,2025-03-03
1530,METROPOLIS,1271,2020-01-01,2025-03-03
1531,MFL,500,2021-09-02,2023-09-08
1532,MFML,5,2024-09-10,2024-09-16
1533,MFSL,1271,2020-01-01,2025-03-03
1534,MGEL,813,2020-12-23,2025-03-03
1535,MGL,1271,2020-01-01,2025-03-03
1536,MHLXMIRU,570,2022-01-27,2024-12-13
1537,MHRIL,1271,2020-01-01,2025-03-03
1538,MIC,71,2020-03-04,2021-05-14
1539,MICEL,327,2022-01-03,2025-03-03
1540,MID150BEES,697,2022-05-10,2025-03-03
1541,MID150CASE,177,2024-06-19,2025-03-03
1542,MIDCAP,235,2024-03-20,2025-03-03
1543,MIDCAPETF,370,2023-09-01,2025-03-03
1544,MIDCAPIETF,297,2023-12-20,2025-03-03
1545,MIDHANI,1271,2020-01-01,2025-03-03
1546,MIDQ50ADD,258,2024-02-15,2025-03-03
1547,MIDSELIETF,297,2023-12-20,2025-03-03
1548,MIDSMALL,192,2024-05-28,2025-03-03
1549,MINDACORP,1271,2020-01-01,2025-03-03
1550,MINDAIND,637,2020-01-01,2022-08-04
1551,MINDTECK,1035,2020-01-01,2025-03-03
1552,MINDTREE,708,2020-01-01,2022-11-22
1553,MIRCELECTR,921,2020-01-01,2025-03-03
1554,MIRZAINT,1148,2020-01-01,2025-03-03
1555,MITCON,621,2022-03-17,2025-03-03
1556,MITTAL,963,2020-04-29,2025-03-03
1557,MKPL,176,2023-06-13,2025-03-03
1558,MMFL,1271,2020-01-01,2025-03-03
1559,MMP,1102,2020-01-09,2025-03-03
1560,MMTC,1271,2020-01-01,2025-03-03
1561,MNC,235,2024-03-20,2025-03-03
1562,MOBIKWIK,53,2024-12-18,2025-03-03
1563,MODEFENCE,130,2024-08-27,2025-03-03
1564,MODIRUBBER,121,2024-03-11,2025-03-03
1565,MODISNME,320,2021-05-03,2022-08-12
1566,MODISONLTD,447,2022-08-16,2025-03-03
1567,MODTHREAD,5,2025-02-24,2025-03-03
1568,MOGSEC,918,2021-06-16,2025-03-03
1569,MOHEALTH,635,2022-08-04,2025-03-03
1570,MOHITIND,790,2021-02-02,2024-12-26
1571,MOHOTAIND,273,2020-01-01,2021-11-18
1572,MOIL,1271,2020-01-01,2025-03-03
1573,MOKSH,703,2021-05-21,2025-03-03
1574,MOL,864,2021-09-02,2025-03-03
1575,MOLDTECH,1159,2020-01-01,2025-03-03
1576,MOLDTKPAC,1271,2020-01-01,2025-03-03
1577,MOLOWVOL,722,2022-03-30,2025-03-03
1578,MOM100,918,2021-06-16,2025-03-03
1579,MOM30IETF,297,2023-12-20,2025-03-03
1580,MOM50,918,2021-06-16,2025-03-03
1581,MOMENTUM,626,2022-08-19,2025-03-03
1582,MOMENTUM50,106,2024-09-30,2025-03-03
1583,MOMOMENTUM,750,2022-02-17,2025-03-03
1584,MON100,918,2021-06-16,2025-03-03
1585,MONARCH,779,2022-01-06,2025-03-03
1586,MONIFTY500,347,2023-10-06,2025-03-03
1587,MONQ50,785,2021-12-29,2025-03-03
1588,MONTECARLO,1271,2020-01-01,2025-03-03
1589,MOQUALITY,576,2022-08-26,2025-03-03
1590,MORARJEE,872,2020-01-01,2024-01-30
1591,MOREALTY,234,2024-03-21,2025-03-03
1592,MOREPENLAB,1271,2020-01-01,2025-03-03
1593,MOSCHIP,18,2025-02-05,2025-03-03
