,symbol,date_timestamp,open,low,high,close,volume,expiry,expiry_type
238,NIFTY,2024-10-17 13:13:00,24854,24851,24859,24852,5025,2024-10-31 14:30:00,I
239,NIFTY,2024-10-17 13:14:00,24854,24850,24856,24856,2250,2024-10-31 14:30:00,I
240,NIFTY,2024-10-17 13:15:00,24856,24848,24857,24851,12275,2024-10-31 14:30:00,I
241,NIFTY,2024-10-17 13:16:00,24853,24846,24853,24850,2950,2024-10-31 14:30:00,I
242,NIFTY,2024-10-17 13:17:00,24850,24845,24850,24847,2775,2024-10-31 14:30:00,I
243,NIFTY,2024-10-17 13:18:00,24847,24844,24850,24846,8600,2024-10-31 14:30:00,I
244,NIFTY,2024-10-17 13:19:00,24849,24839,24849,24840,10475,2024-10-31 14:30:00,I
245,NIFTY,2024-10-17 13:20:00,24840,24838,24844,24839,3925,2024-10-31 14:30:00,I
246,NIFTY,2024-10-17 13:21:00,24839,24837,24840,24839,5600,2024-10-31 14:30:00,I
247,NIFTY,2024-10-17 13:22:00,24839,24837,24840,24840,5025,2024-10-31 14:30:00,I
248,NIFTY,2024-10-17 13:23:00,24840,24839,24845,24842,6850,2024-10-31 14:30:00,I
249,NIFTY,2024-10-17 13:24:00,24844,24840,24845,24842,2975,2024-10-31 14:30:00,I
250,NIFTY,2024-10-17 13:25:00,24842,24835,24842,24835,5400,2024-10-31 14:30:00,I
251,NIFTY,2024-10-17 13:26:00,24835,24832,24835,24833,8425,2024-10-31 14:30:00,I
252,NIFTY,2024-10-17 13:27:00,24833,24830,24837,24832,18600,2024-10-31 14:30:00,I
253,NIFTY,2024-10-17 13:28:00,24832,24830,24835,24834,10675,2024-10-31 14:30:00,I
254,NIFTY,2024-10-17 13:29:00,24830,24830,24835,24833,10850,2024-10-31 14:30:00,I
255,NIFTY,2024-10-17 13:30:00,24834,24830,24838,24836,6450,2024-10-31 14:30:00,I
256,NIFTY,2024-10-17 13:31:00,24835,24832,24839,24834,4575,2024-10-31 14:30:00,I
257,NIFTY,2024-10-17 13:32:00,24834,24834,24844,24841,6850,2024-10-31 14:30:00,I
258,NIFTY,2024-10-17 13:33:00,24841,24835,24841,24840,2825,2024-10-31 14:30:00,I
259,NIFTY,2024-10-17 13:34:00,24840,24836,24840,24836,2025,2024-10-31 14:30:00,I
260,NIFTY,2024-10-17 13:35:00,24836,24835,24843,24840,4775,2024-10-31 14:30:00,I
261,NIFTY,2024-10-17 13:36:00,24840,24836,24842,24838,3300,2024-10-31 14:30:00,I
262,NIFTY,2024-10-17 13:37:00,24839,24833,24841,24839,3750,2024-10-31 14:30:00,I
263,NIFTY,2024-10-17 13:38:00,24839,24836,24845,24841,3025,2024-10-31 14:30:00,I
264,NIFTY,2024-10-17 13:39:00,24841,24840,24845,24843,2200,2024-10-31 14:30:00,I
265,NIFTY,2024-10-17 13:40:00,24842,24840,24845,24840,4475,2024-10-31 14:30:00,I
266,NIFTY,2024-10-17 13:41:00,24840,24836,24841,24836,4950,2024-10-31 14:30:00,I
267,NIFTY,2024-10-17 13:42:00,24836,24830,24837,24832,5400,2024-10-31 14:30:00,I
268,NIFTY,2024-10-17 13:43:00,24831,24830,24834,24830,5050,2024-10-31 14:30:00,I
269,NIFTY,2024-10-17 13:44:00,24830,24830,24835,24835,5375,2024-10-31 14:30:00,I
